entityid,entityname,principaladdress1,principaladdress2,principalcity,principalstate,principalzipcode,principalcountry,mailingaddress1,mailingaddress2,mailingcity,mailingstate,mailingzipcode,mailingcountry,entitystatus,jurisdictonofformation,entitytype,agentfirstname,agentmiddlename,agentlastname,agentsuffix,agentorganizationname,agentprincipaladdress1,agentprincipaladdress2,agentprincipalcity,agentprincipalstate,agentprincipalzipcode,agentprincipalcountry,agentmailingaddress1,agentmailingaddress2,agentmailingcity,agentmailingstate,agentmailingzipcode,agentmailingcountry,entityformdate
20191651500,Empire Dairy King Inc,181 East Park Avenue,,Empire,CO,80438,US,PO Box 191,,Dumont,CO,80436,US,Good Standing,CO,DPC,Tawny,Marie,McClanahan,,,3702 Stanely Rd,,Dumont,CO,80436,US,PO Box 191,,Dumont,CO,80436,US,08/15/2019
20191664243,"Living The Cream Dairy LLC, Delinquent January 1, 2023",27364 County Road 62.75,,Gill,CO,80624,US,27364 County Road 62.75,,Gill,CO,80624,US,Delinquent,CO,DLLC,Amanda,L.,Mercer,,,27364 County Road 62.75,,Gill,CO,80624,US,27364 County Road 62. 75,,Gill,CO,80624,US,08/22/2019
20191815103,Mocafarm Dairy Inc,2000 S. Colorado Blvd.,Suite 1540,Denver,CO,80222,US,,,,,,US,Delinquent,CO,DPC,Rutger Jacob,,Kriek,,,2000 S. Colorado Blvd.,Suite 1540,Denver,CO,80222,US,,,,,,,10/09/2019
20191968170,The Lyons Dairy Bar LLC,138 Main St,,Lyons,CO,80540,US,PO Box 278,,Lyons,CO,80540,US,Good Standing,CO,DLLC,Cory,Daniel,Pierce,,,115 EAGLE CANYON CIR,,LYONS,CO,80540,US,PO Box 278,115 Eagle Canyon Cir #278,Lyons,CO,80540,US,12/09/2019
20198061168,Legacy Dairy LLC,21506-21566 CR 43,,La Salle,CO,80645,US,,,,,,,Good Standing,CO,DLLC,William,John,Offinga,,,21506-21566 CR 43,,La Salle,CO,80645,US,,,,,,,12/31/2019
20201045906,"Vaquero Dairy Industries, Dissolved March 24, 2021",3273 S. Niagara St.,,Denver,CO,80224,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Nicholas,McKay,Campos,,,84 County Road 51 Unit 9,,Gunnison,CO,81230,US,,,,,,,01/17/2020
20201060783,"Ceres Dairy Risk Management LLC, Delinquent June 1, 2021",360 East Avenue,,Ketchum,ID,83340,US,PO Box 2440,,Sun Valley,ID,83353,US,Delinquent,CO,DLLC,Sara,A,Dorland,,,350 Primrose Lane,,Sun ValleyID,CO,83353,US,PO Box 2440,,Sun Valley ID,CO,83353,US,01/23/2020
20201385411,"DFA Dairy Brands Fluid, LLC",1405 N 98th St,,Kansas City,KS,66111,US,8401 N. Central Expressway,Suite 400,Dallas,TX,75225,US,Good Standing,DE,FLLC,,,,,Corporation Service Company,1900 W. Littleton Boulevard,,Littleton,CO,80120,US,,,,,,,04/28/2020
20201454878,Legendairy Treats LLC,834 S Aguilar Dr,,Pueblo,CO,81007,US,,,,,,,Delinquent,CO,DLLC,Alyssa,Jenae,Fuentes,,,834 S Aguilar Dr,,Pueblo,CO,81007,US,,,,,,,05/25/2020
20201530032,"GARNER FARM AND DAIRY, Delinquent November 1, 2021",18762 CHERRY SPRINGS RANCH DR,,MONUMENT,CO,80132,US,,,,,,,Delinquent,CO,DLLC,FRED,,LADNER,,,18762 CHERRY SPRINGS RANCH DR,,MONUMENT,CO,80132,US,,,,,,,06/22/2020
20201531299,"Klinefelt Dairy Farm, Delinquent November 1, 2021",1515 Walnut St,,Boulder,CO,80302,US,,,,,,,Delinquent,CO,DLLC,Robert,,CARSON,,,6366 S Newland Ct,,Littleton,CO,80123,US,,,,,,,06/22/2020
20201531331,"PAHL FARM  DAIRY, Delinquent November 1, 2021",1946 LEYDEN ST,,DENVER,CO,80220,US,,,,,,,Delinquent,CO,DLLC,FRANK,,PAHL,,,1946 LEYDEN ST,,DENVER,CO,80220,US,,,,,,,06/22/2020
20201531333,"Papaik Dairy Produce, Delinquent November 1, 2021",1641 California St,,Denver,CO,80202,US,,,,,,,Delinquent,CO,DLLC,Alan,,Lenon,,,1641 California St,,Denver,CO,80202,US,,,,,,,06/22/2020
20201572366,"DFA Dairy Brands Transportation, LLC",1405 N 98th St,,Kansas City,KS,66111,US,8401 N Central Expy Ste 400,,Dallas,TX,75225,US,Good Standing,DE,FLLC,,,,,Corporation Service Company,1900 W. Littleton Boulevard,,Littleton,CO,80120,US,,,,,,,06/30/2020
20201601723,"CEA Dairy RNG Colorado, LLC",120 Tredegar Street,,Richmond,VA,23219,US,,,,,,,Good Standing,DE,FLLC,,,,,C T Corporation System,7700 East Arapahoe Road,Suite 220,Centennial,CO,80112,US,,,,,,,07/13/2020
20201713734,"Crooked Willow Dairy, LLC, Delinquent January 1, 2022",32205 County Road 57,,Gill,CO,80624,US,,,,,,,Delinquent,CO,DLLC,Travis,,Visser,,,32205 County Road 57,,Gill,CO,80624,US,,,,,,,08/21/2020
20201885537,Axiom Dairy Consulting LLC,7932 S Kittredge Way,,Englewood,CO,80112,US,,,,,,,Good Standing,CO,DLLC,,,,,"United States Corporation Agents, Inc.",121 S Tejon St Ste 201,,Colorado Springs,CO,80903,US,7932 S Kittredge Way,,Englewood,CO,80112,US,10/14/2020
20201896177,"Total Dairy Solutions - Construction, LLC, Dissolved February 9, 2024",6766 E. County Road 18,,Johnstown,CO,80534,US,,,,,,,Voluntarily Dissolved,CO,DLLC,,,,,Registered Agents Inc.,1942 Broadway Ste 314C,,Boulder,CO,80302,US,,,,,,,10/19/2020
20201904929,"Sandy Hills Family Dairy, LLC",15682 County Road 10,,Fort Morgan,CO,80701,US,,,,,,,Good Standing,CO,DLLC,Jim,,Goedert,,,15682 County Road 10,,Fort Morgan,CO,80701,US,,,,,,,10/23/2020
20201959318,"HRARG DAIRY COMMERCE CITY LLC, Colorado Authority Relinquished March 5, 2023",2999 N 44th St Ste 400,,Phoenix,AZ,85018,US,2999 N 44TH ST STE 400,,Phoenix,AZ,85018,US,Withdrawn,DE,FLLC,,,,,CT Corporation,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112,US,,,,,,,11/05/2020
20208052059,"Total Dairy Solutions - JOZ NA, Dissolved December 8, 2020",6766 East County Road 18,,Johnstown,CO,80534,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Steven,,Fiske,,,6766 East County Road 18,,Johnstown,CO,80534,US,,,,,,,12/02/2020
20211055784,"Table Mountain Farm Dairy LLC, Dissolved January 29, 2024",8181 N 41st St,,Longmont,CO,80503,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Amanda,,Adare,,,8181 N 41st St,,Longmont,CO,80503,US,,,,,,,01/20/2021
20211526592,"Maldonado Dairy LLC, Delinquent November 1, 2022",204 East Broderick Avenue,,Granada,CO,81041,US,P.O. Box 452,,Granada,CO,81041,US,Delinquent,CO,DLLC,Angel,,Maldonado,,,204 East Broderick Avenue,,Granada,CO,81041,US,P.O. Box 452,,Granada,CO,81041,US,06/02/2021
20211556691,"Hays Dairy Service, LLC, Dissolved August 26, 2022",657 White Tail Avenue,,Greeley,CO,80634,US,,,,,,,Voluntarily Dissolved,CO,DLLC,Lance,Jeffrey,Hays,,,657 White Tail Avenue,,Greeley,CO,80634,US,,,,,,,06/17/2021
20211699699,Dairyland National Insurance Company,1800 N Point Dr,,Stevens Point,WI,54481,US,,,,,,,Good Standing,WI,FPC,,,,,C T Corporation System,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112,US,,,,,,,07/29/2021
20211815329,"Half Dozen Farm and Dairy, LLC",16550 Black Forest Road,,Colorado Springs,CO,80908,US,,,,,,US,Good Standing,CO,DLLC,Chelsea,,Moles,,,16550 Black Forest Road,,Colorado Springs,CO,80908,US,,,,,,,09/01/2021
20211839238,"Rocky View Dairy, LLC",9003 N County Road 9,,Wellington,CO,80549,US,,,,,,,Good Standing,CO,DLLC,Chris,,Garnier,,,9003 N County Road 9,,Wellington,CO,80549,US,,,,,,,09/13/2021
20218219727,"RAYMOND DAIRY, LLC",1412 M 3/4 Rd,,Loma,CO,81524,US,,,,,,,Good Standing,CO,DLLC,Edward,G.,Raymond,,,1415 N Rd,,Loma,CO,81524,US,,,,,,,12/27/2021
20221106823,"Dairy Homes LLC, Colorado Authority Relinquished March 8, 2022",4040 MacArthur Blvd Ste 300,,Newport Beach,CA,92660,US,,,,,,,Withdrawn,NV,FLLC,,,,,Dairy Homes LLC,95 Emerson St. #601,,Denver,CO,80218,US,,,,,,,01/27/2022
20221117655,"American Dairy Goat Association, Delinquent June 1, 2023",161 N Main St,,SPINDALE,NC,28160,US,PO BOX 865,,SPINDALE,NC,28160,US,Delinquent,NC,FNC,,,,,American Dairy Goat Association,161 N Main St,,Spindale,CO,28160,US,PO BOX 865,,SPINDALE,CO,28160,US,01/31/2022
20221252303,Dairy Homes LLC,4040 MacArthur Blvd Ste 300,,Newport Beach,CA,92660,US,,,,,,,Good Standing,CO,DLLC,,,,,Paracorp Incorporated,95 N Emerson St Apt 601,,Denver,CO,80218,US,,,,,,,03/08/2022
20221276155,Dairy Cowan LLC,4040 MacArthur Blvd Ste 300,,Newport Beach,CA,92660,US,,,,,,,Good Standing,CO,DLLC,,,,,Paracorp Incorporated,95 N Emerson St Apt 601,,Denver,CO,80218,US,,,,,,,03/17/2022
20221378313,"Zundel Dairy Road, LLC, Dissolved April 19, 2023","Accruit, LLC","55 Madison Street, Ste 625",Denver,CO,80206,US,Accruit LLC,"55 Madison Street, Ste 625",Denver,CO,80206,US,Voluntarily Dissolved,CO,DLLC,,,,,"Accruit, LLC","Accruit, LLC","55 Madison Street, Ste 625",Denver,CO,80206,US,"Accruit, LLC","55 Madison Street, Ste 625",Denver,CO,80206,US,04/14/2022
20221391457,Park Hill Dairy Home LLC,2719 E 3rd Ave,,Denver,CO,80206,US,PO Box 61020,,Denver,CO,80206,US,Good Standing,CO,DLLC,,,,,IWP Family Office,2719 E 3rd Ave,,Denver,CO,80206,US,PO Box 61020,,Denver,CO,80206,US,04/21/2022
20221543702,"DPM Dairy Consulting, LLC, Dissolved July 24, 2023",1184 W Calle Antigua,,Pueblo West,CO,81007-6179,US,PO Box 434,,Paradise,UT,84328,US,Voluntarily Dissolved,CO,DLLC,Pamela,,Meihak,,,1184 W Calle Antigua,,Pueblo West,CO,81007-6179,US,,,,,,,05/28/2022
20221595027,Dairy Conveyor Corp,38 Mount Ebo Rd S,,Brewster,NY,10509,US,,,,,,,Good Standing,NY,FPC,,,,,"National Corporate Services, Inc",1410 Dewberry Dr,,Denver,CO,80261,US,,,,,,,06/20/2022
20221658152,Daisy Dairy INC,789 Sherman ST #575,,Denver,CO,80203,US,,,,,,,Delinquent,CO,DPC,,,,,Daisy Dairy INC,789 Sherman ST #575,,Denver,CO,80203,US,,,,,,,07/04/2022
20221847900,Keris Apothodairy llc,15875 E 97th Ave,,Commerce City,CO,80022-9361,US,,,,,,,Delinquent,CO,DLLC,mark,,stutts,,,15875 E 97th Ave,,Commerce City,CO,80022-9361,US,,,,,,,08/29/2022
20221880503,"STOUT DAIRY, LLC",301 Willow Ave,,Eaton,CO,80615-9074,US,,,,,,,Good Standing,CO,DLLC,Lida,K,Stout,,,301 Willow Ave,,Eaton,CO,80615-9074,US,,,,,,,09/09/2022
20221901639,Dairy Pure LLC,1020 15th Street Unit 7c,,Denver,CO,80202,US,,,,,,,Delinquent,CO,DLLC,,,,,foxiot LLC,1942 Broadway Street STE 314C,,Boulder,CO,80302,US,,,,,,,09/20/2022
20228153451,"Half Pint Dairy Farm, Ltd., Dissolved August 15, 2023",5153 County Road 214,,New Castle,CO,81647,US,5153 County Rd 214,New Castle CO 81647,NEW CASTLE,CO,81647,US,Voluntarily Dissolved,CO,DLLC,,,,,"Half Pint Dairy Farm, Ltd.",5153 County Road 214,,New Castle,CO,81647,US,,,,,,,01/01/2023
20228212172,Dairy Hills LLC,323 S Pearl St,,Denver,CO,80209,US,,,,,,,Good Standing,CO,DLLC,,,,,"Delta Zulu, LLC",323 S Pearl St,,Denver,CO,80209,US,,,,,,,12/13/2022
20231048723,"NAF Dairy Manifold, LLC",385 Inverness Pkwy Ste 140,,Englewood,CO,80112,US,,,,,,,Good Standing,CO,DLLC,Karl,,Nyquist,,,385 Inverness Pkwy Ste 140,,Englewood,CO,80112,US,385 Inverness Pkwy Ste 140,,Englewood,CO,80112,US,01/13/2023
20231109395,Moon Hill Dairy 2 LLC,25490 County Road 52E,,Steamboat Springs,CO,80477,US,,,,,,,Delinquent,CO,DLLC,John,Lawrence,Weibel,,,25490 County Road 52E,,Steamboat Springs,CO,80477,US,,,,,,,01/26/2023
20231351307,McIntosh Dairy Company,11910 Riverdale Rd,,Brighton,CO,80602,US,,,,,,,Good Standing,CO,DLLP,,,,,McIntosh Dairy Company,11910 Riverdale Rd,,Brighton,CO,80602,US,,,,,,,03/28/2023
20231468120,"TROIA DAIRY DISTRIBUTING, INC.",801 FOAM STREET,,MONTEREY,CA,93940,US,,,,,,,Noncompliant,CA,FPC,GEORGE,,LOGAN,,,"4200 West 17th Avenue, Suite 807",,Denver,CO,80204,US,,,,,,,04/28/2023
20231617662,ADAM DAIRY,11684 WELD COUNTY ROAD 5 1/2,,LONGMONT,CO,80504,US,,,,,,,Good Standing,CO,DLP,THOMAS,WILLIAM,ADAM,,,11684 WELD COUNTY ROAD 5 1/2,,LONGMONT,CO,80504,US,,,,,,,06/08/2023
20231697369,Mordy's Dairy Bar LLC,701 S Monaco Pkwy,,Denver,CO,80224,US,,,,,,,Good Standing,CO,DLLC,,,,,Mordy's Dairy Bar LLC,701 S Monaco Pkwy,,Denver,CO,80224,US,701 S Monaco Pkwy,,Denver,CO,80224,US,06/30/2023
20231725645,"Galeton Dairy, LLC",39301 County Road 49,,Eaton,CO,80615,US,,,,,,,Good Standing,CO,DLLC,AJ,,De Jager,,,39301 County Road 49,,Eaton,CO,80615,US,,,,,,,07/12/2023
20231911851,Miracle Dairy Farm LLC,11270 Grassland Rd,,Colorado Springs,CO,80925,US,,,,,,,Good Standing,CO,DLLC,Darron,Paul,Jones,,,11270 Grassland Rd,,Colorado Springs,CO,80925,US,,,,,,,08/30/2023
20231918102,Denim N Diamonds Dairy Goats LLC,3404 Walnut Ln,,Pueblo,CO,81005,US,,,,,,,Good Standing,CO,DLLC,Britney,R,Thomas,,,3404 Walnut Ln,,Pueblo,CO,81005,US,,,,,,,08/31/2023
20238008025,Wang Family Trust Dairy LLC,2205 W 136th Ave Ste 106,,Broomfield,CO,80023,US,2205 W 136th Ave Ste 106 PMB 3240,,Broomfield,CO,80023,US,Good Standing,CO,DLLC,,,,,Wang Family Trust Dairy LLC,2205 W 136th Ave Ste 106,,Broomfield,CO,80023,US,2205 W 136th Ave Ste 106 PMB 3240,,Broomfield,CO,80023,US,09/27/2023
20241035428,"AJC Dairy, LLC",23000 Saint Charles Rd,,Pueblo,CO,81006,US,,,,,,,Good Standing,CO,DLLC,Dottie,,Cesar,,,23000 Saint Charles Rd,,Pueblo,CO,81006,US,,,,,,,01/09/2024
20241515070,Liquid Gold Dairy LLC,11981 Ponderosa Ln,,Kiowa,CO,80117,US,,,,,,,Good Standing,CO,DLLC,Destinee,,Tischmacher,,,11981 Ponderosa Ln,,Kiowa,CO,80117,US,,,,,,,05/07/2024
20241646644,Buxman Dairy and Farm LLC,14441 County Road 66,,Greeley,CO,80631,US,,,,,,,Good Standing,CO,DLLC,Harold,,Buxman,,,14441 County Road 66,,Greeley,CO,80631,US,,,,,,,06/18/2024
20241730724,Tuckerdairy,19455 county road 88,,Pierce,CO,80650,US,,,,,,,Good Standing,CO,DPC,Charles,,Tucker,,,19455 county road 88,,Pierce,CO,80650,US,,,,,,,07/10/2024
20001143719,"MORNING FRESH DAIRY FARM, LLC",5821 W County Road 54 E,,Bellvue,CO,80512,US,,,,,,,Good Standing,CO,DLLC,ROBERT,L.,GRAVES,,,5821 W County Road 54 E,,Bellvue,CO,80512,US,,,,,,,07/24/2000
20081368401,"Rams Horn Dairy, LLC",8798 County Road 39,,Yuma,CO,80759,US,,,,,,,Good Standing,CO,DLLC,Tracy,,Lungwitz,,,8798 County Road 39,,Yuma,CO,80759,US,,,,,,,07/09/2008
20121435925,American Dairy Queen Corporation,8331 Norman Center Dr,8000 Tower Suite 700,Bloomington,MN,55437,US,,,,,,,Good Standing,DE,FPC,,,,,C T Corporation System,7700 E Arapahoe Rd Ste 220,,Centennial,CO,80112,US,,,,,,,08/10/2012
20141353185,"CAMELOT CAMEL DAIRY, LLC",50643 COUNTY ROAD KK,,WRAY,CO,80758,US,,,,,,,Good Standing,CO,DLLC,KYLE,A,HENDRIX,,,50643 COUNTY ROAD KK,,WRAY,CO,80758,US,,,,,,,06/05/2014
19941036529,"FAULKNER DAIRY II, LLC",37430 County Road 51,,Eaton,CO,80615,US,PO Box 336758,,Greeley,CO,80633,US,Good Standing,CO,DLLC,Todd,,Guthmann,,,37430 County Road 51,,Eaton,CO,80615,US,PO Box 336758,,Greeley,CO,80633,US,03/29/1994
19991241191,"DOCHEFF DAIRY, LLC",1441 Weld County Road 28,,Longmont,CO,80504,US,,,,,,,Good Standing,CO,DLLC,Justin,,Docheff,,,1441 Weld County Road 28,,Longmont,CO,80504,US,1441 Weld County Road 28,,Longmont,CO,80504,US,12/22/1999
20081489233,"Jumpin' Good Goat Dairy, LLC",31700 US Highway 24 N,,Buena Vista,CO,81211,US,31700 US Highway 24 N,,Buena Vista,CO,81211,US,Good Standing,CO,DLLC,Dawn,,Jump,,,31700 US Highway 24 N,,Buena Vista,CO,81211,US,,,,,,,09/12/2008
20201572056,"DFA Dairy Brands Distributing West, LLC",1405 N 98th St,,Kansas City,KS,66111,US,,,,,,,Good Standing,DE,FLLC,,,,,Corporation Service Company,1900 W Littleton Blvd,,Littleton,CO,80120,US,,,,,,,06/30/2020
20131215916,"Swets Dairy, LLC",3726 Osier Pl,,Loveland,CO,80538,US,,,,,,,Good Standing,CO,DLLC,Kenneth,W.,Swets,,,3726 Osier Pl,,Loveland,CO,80538,US,3726 Osier Pl,,Loveland,CO,80538,US,04/03/2013
20071294209,Cockroft Dairy II LLC,27906 County Road 388,,Kersey,CO,80644,US,,,,,,,Good Standing,CO,DLLC,Scott,R,Cockroft,,,27906 County Road 388,,Kersey,CO,80644,US,,,,,,,06/25/2007
19921125592,"LA LUNA DAIRY, INC.",1018 Shore Pine Ct,,Fort Collins,CO,80525,US,1018 Shore Pine Ct,,Fort Collins,CO,80525,US,Good Standing,CO,DPC,Susan,L,Moore,,,1018 Shore Pine Ct,,Fort Collins,CO,80525,US,,,,,,,12/31/1992
20001211002,CROWTHER DAIRY INC.,18960 Co Rd V,,SANFORD,CO,81151,US,P O Box98,,Sanford,CO,81151,US,Delinquent,CO,DPC,,,,,Crowther Dairy Inc,18960 Co Rd V,,SANFORD,CO,81151,US,P O Box 98,,Sanford,CO,81151,US,10/30/2000
20211378600,International Dairy Goat Breeders' and Enthusiasts' Guild,21361 CR 90,,Ault,CO,80610,US,PO Box 95,,Ault,CO,80610,US,Noncompliant,CO,DNC,Robert,,Wardell,Jr.,,21361 CR 90,,Ault,CO,80610,US,PO Box 95,,Ault,CO,80610,US,04/22/2021
20221270810,"Salida Quality Dairy, LLC",7600 County Road 146,,Salida,CO,81201,US,,,,,,,Delinquent,CO,DLLC,Julie,,Treat,,,7600 County Road 146,,Salida,CO,81201,US,,,,,,,03/15/2022
20221176671,"Ells Dairy Farm, LLC, Delinquent July 1, 2023",2247 WCR 39,,Brighton,CO,80603,US,,,,,,,Delinquent,CO,DLLC,Ronald,,Ells,,,18841 WCR 6,,Brighton,CO,80603,US,,,,,,,02/22/2022
20221144564,grants dairy farm wagon llc,5104 Edgewood Ct,,Loveland,CO,80538-1831,US,5104 Edgewood ct,,LOVELAND,CO,80538,US,Good Standing,CO,DLLC,Grant,,Trombley,,,5104 Edgewood Ct,,Loveland,CO,80538-1831,US,5104 Edgewood Ct,,Loveland,CO,80538-1831,US,02/08/2022
